"iteration","cell_type","subcluster","module","module_size","gene","module_membership","percentile"
"T3","Oligodendrocytes","2","yellow",665,"KIRREL3",0.647,100
"T3","Oligodendrocytes","2","yellow",665,"PCDH9",0.645,100
"T3","Oligodendrocytes","2","yellow",665,"IL1RAPL1",0.589,100
"T3","Oligodendrocytes","2","yellow",665,"DOCK5",0.571,100
"T3","Oligodendrocytes","2","yellow",665,"SLC24A2",0.56,100
"T3","Oligodendrocytes","2","yellow",665,"ARAP2",0.507,100
"T3","Oligodendrocytes","2","yellow",665,"CPM",0.503,100
"T3","Oligodendrocytes","2","yellow",665,"LINC00320",0.486,99
"T3","Oligodendrocytes","2","yellow",665,"CDH8",0.473,99
"T3","Oligodendrocytes","2","yellow",665,"NLGN1",0.471,99
"T3","Oligodendrocytes","2","yellow",665,"NCAM2",0.46,99
"T3","Oligodendrocytes","2","yellow",665,"NEDD4L",0.454,99
"T3","Oligodendrocytes","2","yellow",665,"TCF12",0.451,99
"T3","Oligodendrocytes","2","yellow",665,"KIF6",0.447,99
"T3","Oligodendrocytes","2","yellow",665,"ERBB4",0.446,98
"T3","Oligodendrocytes","2","yellow",665,"GRIA4",0.446,98
"T3","Oligodendrocytes","2","yellow",665,"LRP1B",0.442,98
"T3","Oligodendrocytes","2","yellow",665,"FRYL",0.44,98
"T3","Oligodendrocytes","2","yellow",665,"DEPTOR",0.435,98
"T3","Oligodendrocytes","2","yellow",665,"PPP1R9A",0.42,98
"T3","Oligodendrocytes","2","yellow",665,"RGL1",0.418,97
"T3","Oligodendrocytes","2","yellow",665,"PSME4",0.416,97
"T3","Oligodendrocytes","2","yellow",665,"SPOCK3",0.412,97
"T3","Oligodendrocytes","2","yellow",665,"ST6GALNAC3",0.412,97
"T3","Oligodendrocytes","2","yellow",665,"PHLPP1",0.409,97
"T3","Oligodendrocytes","2","yellow",665,"PBX1",0.401,97
"T3","Oligodendrocytes","2","yellow",665,"GRM3",0.397,97
"T3","Oligodendrocytes","2","yellow",665,"SGCD",0.391,96
"T3","Oligodendrocytes","2","yellow",665,"NAV3",0.389,96
"T3","Oligodendrocytes","2","yellow",665,"CDK19",0.389,96
"T3","Oligodendrocytes","2","yellow",665,"PREX2",0.387,96
"T3","Oligodendrocytes","2","yellow",665,"AL354809.1",0.383,96
"T3","Oligodendrocytes","2","yellow",665,"PTPRK",0.381,96
"T3","Oligodendrocytes","2","yellow",665,"VPS35L",0.38,96
"T3","Oligodendrocytes","2","yellow",665,"PPM1H",0.376,95
"T3","Oligodendrocytes","2","yellow",665,"DENND2A",0.372,95
"T3","Oligodendrocytes","2","yellow",665,"AC016597.1",0.371,95
"T3","Oligodendrocytes","2","yellow",665,"WDPCP",0.367,95
"T3","Oligodendrocytes","2","yellow",665,"STARD9",0.367,95
"T3","Oligodendrocytes","2","yellow",665,"SHTN1",0.366,95
"T3","Oligodendrocytes","2","yellow",665,"PPFIBP1",0.363,94
"T3","Oligodendrocytes","2","yellow",665,"CSMD3",0.362,94
"T3","Oligodendrocytes","2","yellow",665,"FYN",0.362,94
"T3","Oligodendrocytes","2","yellow",665,"ADD3",0.355,94
"T3","Oligodendrocytes","2","yellow",665,"YPEL2",0.354,94
"T3","Oligodendrocytes","2","yellow",665,"REPS2",0.352,94
"T3","Oligodendrocytes","2","yellow",665,"CLASP1",0.351,94
"T3","Oligodendrocytes","2","yellow",665,"CDK17",0.349,93
"T3","Oligodendrocytes","2","yellow",665,"FGF1",0.347,93
"T3","Oligodendrocytes","2","yellow",665,"FBXL7",0.347,93
"T3","Oligodendrocytes","2","yellow",665,"ZNF704",0.345,93
"T3","Oligodendrocytes","2","yellow",665,"CNKSR3",0.342,93
"T3","Oligodendrocytes","2","yellow",665,"ABCG1",0.338,93
"T3","Oligodendrocytes","2","yellow",665,"ATG4C",0.336,93
"T3","Oligodendrocytes","2","yellow",665,"FOXO3",0.335,92
"T3","Oligodendrocytes","2","yellow",665,"SIPA1L1",0.335,92
"T3","Oligodendrocytes","2","yellow",665,"L3MBTL4",0.335,92
