"iteration","cell_type","subcluster","module","module_size","gene","module_membership","percentile"
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL11",0.581,100
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL35A",0.577,100
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"ATP6V0B",0.513,100
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL38",0.512,100
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"FTH1",0.508,100
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPS24",0.499,99
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL10",0.498,99
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"COX7C",0.486,99
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL32",0.482,99
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPLP1",0.48,98
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"TMA7",0.48,99
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"ACTR6",0.473,98
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"CALY",0.463,98
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"ATP5F1E",0.457,98
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"HSPA5",0.454,98
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"SET",0.446,97
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"CHCHD10",0.446,97
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL28",0.444,97
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"FAU",0.444,97
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"CCDC85B",0.442,97
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"AC009264.1",0.44,96
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"PSMD8",0.439,96
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL23",0.439,96
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"SYT11",0.438,96
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPS12",0.438,96
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RANGAP1",0.434,95
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"PLEKHA7",0.427,95
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"AP003049.2",0.426,95
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL29",0.424,95
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"TOMM7",0.42,95
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"MRFAP1",0.413,94
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"EEF1A1",0.413,94
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"SLC25A4",0.41,94
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"H3F3B",0.408,94
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPS29",0.407,94
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPS19",0.406,93
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"HINT1",0.406,93
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"ITM2B",0.404,93
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"MAP1LC3A",0.399,92
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"COX4I1",0.399,93
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"PFDN2",0.398,92
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"MARCKSL1",0.397,92
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RABAC1",0.396,92
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL3",0.396,92
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPS15",0.392,91
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"COPS6",0.391,91
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL14",0.391,91
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPS4X",0.388,91
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"TMEM59L",0.388,91
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"MYL6B",0.386,90
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"P4HB",0.385,90
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"LY6H",0.384,90
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"DPYSL2",0.383,90
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"EEF2",0.379,89
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL37A",0.379,90
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"KLC1",0.378,89
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"AASDHPPT",0.376,89
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"ATP6V1G1",0.375,89
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"SLC6A1-AS1",0.374,89
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL19",0.373,88
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"STMN4",0.37,88
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"FTL",0.369,88
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL7A",0.368,88
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"NDUFS5",0.365,87
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPLP2",0.365,87
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"CSTB",0.365,88
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"ENY2",0.363,87
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL27A",0.362,87
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"CAMK2N1",0.362,87
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"SOX4",0.36,86
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"UQCR10",0.358,86
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"ZMYM3",0.357,86
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"GNL1",0.351,85
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"MYL6",0.351,86
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RRP15",0.347,85
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"IST1",0.347,85
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL34",0.342,85
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"CHD3",0.339,84
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPS27L",0.339,84
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL13",0.339,85
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"TOMM70",0.337,84
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"RPL23A",0.336,84
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"MED6",0.336,84
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"FEZ1",0.333,83
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"PLCG2",0.333,83
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"CLIP3",0.333,83
"T0","GABA_neurons_expressing_GLU_receptors","22","yellow",487,"COPRS",0.331,83
