"gene","module","mm"
"MT-CO2","yellow",0.813488876734774
"MT-ND1","yellow",0.779756495482444
"MT-ND2","yellow",0.776262073998904
"MT-CO3","yellow",0.742711397514193
"MT-ATP6","yellow",0.739532209031717
"MT-CYB","yellow",0.733807118313973
"MT-CO1","yellow",0.732882388979775
"PDZD2","yellow",0.729034922026285
"SHISA6","yellow",0.688272057257685
"ESRRG","yellow",0.651320868764719
"LRRC4C","yellow",0.645489683194529
"AC105402.3","yellow",0.638608082767762
"MT-ND4","yellow",0.607266372939593
"RGS7","yellow",0.593261196933737
"MTRNR2L12","yellow",0.590847098315253
"MT-ND3","yellow",0.54669441055608
"DHFR","yellow",0.536375070674375
"FARP1","yellow",0.535933202185415
"DOCK5","yellow",0.524195706247111
"FRMD4A","yellow",0.515367910136965
"GPC5","yellow",0.5062771647757
"FLRT2","yellow",0.501448371435293
"MT-ND5","yellow",0.492416405331545
"ARL17B","yellow",0.491811895401796
"LRP1B","yellow",0.4882687432649
"LINC00499","yellow",0.477450910325837
"KIAA1211","yellow",0.469214551161492
"MT-ATP8","yellow",0.458821422889015
"MCC","yellow",0.440978641678829
"CELF2","yellow",0.437118841837799
"GREB1L","yellow",0.434905806675148
"DHRSX","yellow",0.431795122918516
"GNG7","yellow",0.425671715943985
"NHSL1","yellow",0.42523362255026
"ABAT","yellow",0.417756631359357
"CPNE5","yellow",0.415128937286747
"MACROD2","yellow",0.409701560895076
"AP002991.1","yellow",0.405202836238588
"MRVI1","yellow",0.404979392281187
"PCDH7","yellow",0.394290011452066
"TAOK3","yellow",0.392910049185581
"AC090825.1","yellow",0.390392046577029
"GRAMD1B","yellow",0.376764807020812
"LDLRAD3","yellow",0.373082686419103
"NLGN4Y","yellow",0.370332785887966
"FAM222B","yellow",0.368489248115507
"MTRNR2L8","yellow",0.367662909035682
"TTTY14","yellow",0.367400596547146
"AC107067.1","yellow",0.363341470927239
"CACNB2","yellow",0.362879547946705
"MT-ND4L","yellow",0.359340953248862
"CCDC129","yellow",0.3546968973305
"BCAS3","yellow",0.352321863573368
"PID1","yellow",0.351953790970824
"PLCB1","yellow",0.345670118118278
"CSMD1","yellow",0.341544331356647
"TCF4","yellow",0.339636408643758
"MIAT","yellow",0.338916910596838
"KANSL1","yellow",0.337289595790217
"LARP1","yellow",0.336351948977194
"LRRC37A3","yellow",0.335008708463175
"DNMBP-AS1","yellow",0.33391552233019
"UBTD1","yellow",0.326408057851015
"AC036214.1","yellow",0.316513068918271
"COL23A1","yellow",0.315157209663534
"KLHL22","yellow",0.309869255493671
"SEMA4B","yellow",0.307073091236947
"PAK3","yellow",0.305645768191455
"UNC5D","yellow",0.303302922476119
"AC087564.1","yellow",0.294764914297011
"PCDH9","yellow",0.293366795102687
"ATP10B","yellow",0.290770457989291
"PPP2R2C","yellow",0.288863287171297
"SLC24A3","yellow",0.287849970460231
"MKX","yellow",0.285749013464462
"LINC02210-CRHR1","yellow",0.285343633413948
"SEMA4A","yellow",0.282329281118128
"FUT10","yellow",0.276589789495247
"AK4","yellow",0.272819799104082
"SNRPN","yellow",0.271018529916027
"OSBP2","yellow",0.264151775045121
"PTCHD1-AS","yellow",0.264061086798887
"LHPP","yellow",0.259508259582745
"PIGX","yellow",0.256573579476521
"LIMCH1","yellow",0.254767353463127
"SHC3","yellow",0.254049012238331
"CLASP1","yellow",0.253919080845343
"KIF3C","yellow",0.250862795257833
"CCDC125","yellow",0.247636040416985
"C19orf12","yellow",0.247218278319825
"TRAF3IP2-AS1","yellow",0.243631962134214
"SLC25A43","yellow",0.241521788388732
"MAP2K1","yellow",0.239080142990504
"ZNF710-AS1","yellow",0.238772592700259
"CHST1","yellow",0.238097176318996
"ARHGAP22","yellow",0.232290184406333
"FAM168A","yellow",0.228920669192352
"GDPD1","yellow",0.228684254514763
"RAP1GAP2","yellow",0.227610206013294
"ST3GAL2","yellow",0.223795140041522
"GPSM2","yellow",0.223794704156549
"LRRC37A2","yellow",0.222700331970483
"SORCS2","yellow",0.219786112733803
"PTPA","yellow",0.216062880283486
"SYT16","yellow",0.215795767293564
"WDR31","yellow",0.215317364512739
"ABCD2","yellow",0.21401968568473
"DCP1B","yellow",0.213099573454614
"NCS1","yellow",0.208202404612932
"ARHGEF9","yellow",0.206897075766901
"ERMP1","yellow",0.205289779284618
"IDH2-DT","yellow",0.204867524987256
"TRNAU1AP","yellow",0.204120820012316
"FAM234B","yellow",0.203998611820508
"HEYL","yellow",0.203860905605598
"SMARCD2","yellow",0.201336105893125
"TRAPPC9","yellow",0.201004180573563
"LINC01505","yellow",0.200190319467744
"MEGF8","yellow",0.196699082430345
"CD99L2","yellow",0.195541057895816
"CASC4","yellow",0.191460428663467
"NIPA1","yellow",0.191017254837117
"GSR","yellow",0.190633978140756
"AATF","yellow",0.189509348774497
"ARID1A","yellow",0.187609593816042
"SOCS7","yellow",0.186799520221186
"DNAJC18","yellow",0.185008790104703
"UBE2Z","yellow",0.184352788646526
"AL603839.3","yellow",0.183236155745719
"MPV17","yellow",0.182791652355834
"AC079447.1","yellow",0.182658898740013
"PRPSAP2","yellow",0.176594294866395
"SDHC","yellow",0.176369842747789
"BTF3L4","yellow",0.17217465724018
"SCN8A","yellow",0.170418207368323
"PLBD2","yellow",0.1699646262257
"MIR2052HG","yellow",0.165242695686426
"ABHD17B","yellow",0.164606045031327
"ZNF254","yellow",0.164062121107436
"VAPB","yellow",0.160784781240331
"AC015908.2","yellow",0.158648266964809
"NADSYN1","yellow",0.157538266078742
"PCTP","yellow",0.157187801182487
"USP8","yellow",0.156857384911795
"C4orf19","yellow",0.155299092463459
"XPNPEP3","yellow",0.155281908297174
"KIAA1614","yellow",0.154312030061423
"POM121C","yellow",0.153699271605672
"YIPF4","yellow",0.152748172775467
"AP4S1","yellow",0.152561959387628
"DDB2","yellow",0.152520721761808
"RNF214","yellow",0.151411703240345
"UHRF2","yellow",0.148303549613104
"CBFA2T2","yellow",0.147661732015057
"NF2","yellow",0.146868432545008
"EXOC4","yellow",0.140608672780994
"GBF1","yellow",0.140066246340392
"ZNF318","yellow",0.137706069316315
"ZNF710","yellow",0.136799347635171
"CHFR","yellow",0.136543270688549
"SGCZ","yellow",0.136358606535476
"BLCAP","yellow",0.135620191021396
"UBE2K","yellow",0.133886503353776
"SDK2","yellow",0.133511539468281
"PPP1R13B","yellow",0.131647346984186
"HECTD4","yellow",0.131568573667804
"INTS2","yellow",0.130540900890866
"COX10","yellow",0.13001137732013
"SCCPDH","yellow",0.125424314112498
"RAD52","yellow",0.125389922129677
"MAP3K3","yellow",0.124852340573578
"FAM168B","yellow",0.123416148408262
"C9orf85","yellow",0.118428151738624
"WDR47","yellow",0.118054531773969
"CNOT6","yellow",0.1159622427891
"GNB1","yellow",0.115727797379965
"CDKL3","yellow",0.115186883513427
"SPAST","yellow",0.113975777856676
"EFTUD2","yellow",0.112316104788151
"CDK8","yellow",0.111029760617946
"RC3H2","yellow",0.110020166410222
"POC1B","yellow",0.108489277777424
"UBE2O","yellow",0.10742773761379
"TRAPPC6B","yellow",0.106613381667827
"SUCLA2","yellow",0.104954112028595
"DZANK1","yellow",0.103761511607932
"AGK","yellow",0.10369026141649
"DCAF7","yellow",0.103627925772778
"ZC3H18","yellow",0.103240386938658
"KYAT3","yellow",0.102117005185332
"ZYG11B","yellow",0.101577950531403
"TATDN1","yellow",0.0982452425171027
"RNF121","yellow",0.0981369396722359
"MRPL1","yellow",0.0979759177122399
"EYA3","yellow",0.097422836849365
"EML1","yellow",0.0968165763518702
"MRNIP","yellow",0.0962439785409315
"IPO8","yellow",0.0816572772075883
"YTHDF2","yellow",0.0810294054704942
"MAPKAPK5","yellow",0.0770616366590671
"NVL","yellow",0.0753363436163997
"AC009403.1","yellow",0.0528248418100278
"MAN1C1","turquoise",0.84451414604607
"ARHGEF3","turquoise",0.808904616187679
"ACTN1","turquoise",0.791603552448331
"TPST1","turquoise",0.783555779087809
"F3","turquoise",0.780220908741743
"CADPS","turquoise",0.774852304377323
"TENM4","turquoise",0.744082535236507
"CHI3L1","turquoise",0.741604628674731
"MAPRE2","turquoise",0.73093452833975
"CSMD2","turquoise",0.727828221929245
"MAOB","turquoise",0.695454859373971
"MACF1","turquoise",0.689308060750842
"DNER","turquoise",0.681967148207389
"CD44","turquoise",0.673408978863626
"RFTN1","turquoise",0.664767233746254
"CNTNAP3B","turquoise",0.66203206697419
"CPNE8","turquoise",0.661783323733118
"DST","turquoise",0.656094382711812
"FAM20C","turquoise",0.649378885040451
"SCN1A","turquoise",0.647267652674081
"SHISA9","turquoise",0.64690700647434
"GLIS3","turquoise",0.644620668951298
"OSMR","turquoise",0.63185680948388
"NRCAM","turquoise",0.627846770151043
"AC092131.1","turquoise",0.623266015107545
"OSMR-AS1","turquoise",0.620775682295255
"BTBD11","turquoise",0.612535792467807
"CACNA1C","turquoise",0.611894302514089
"ANO6","turquoise",0.611652773679447
"MAP3K14","turquoise",0.611614988264118
"MKL2","turquoise",0.610715392151264
"DTNA","turquoise",0.605997819569067
"BAALC-AS1","turquoise",0.605738803180132
"DCLK1","turquoise",0.60456497804899
"RGS20","turquoise",0.596133196501686
"ITPR2","turquoise",0.594854582995305
"PKNOX2","turquoise",0.590869340932181
"GFRA2","turquoise",0.58836346989089
"C1RL","turquoise",0.583452810897398
"AKAP13","turquoise",0.57545564329867
"U91319.1","turquoise",0.562581281087479
"AHCYL1","turquoise",0.55725379417688
"C9orf3","turquoise",0.556903894989094
"CP","turquoise",0.555343507316432
"ELMOD1","turquoise",0.550334444970633
"RETREG1","turquoise",0.548058807039322
"GYG2","turquoise",0.54803806010709
"ST8SIA1","turquoise",0.537841748492317
"ETV6","turquoise",0.531901031842284
"PLSCR1","turquoise",0.531849945431349
"LRAT","turquoise",0.53126795521324
"DAAM1","turquoise",0.531143547008723
"TMTC2","turquoise",0.528386929800872
"PLEKHA5","turquoise",0.526504235358512
"MYO16","turquoise",0.525726903654079
"KAZN","turquoise",0.524725966497054
"BAALC","turquoise",0.520955193363662
"AC087482.1","turquoise",0.516062970210457
"ERBIN","turquoise",0.515613958068145
"CRISPLD1","turquoise",0.51491051261106
"ST6GAL1","turquoise",0.514420013011231
"SLC44A3","turquoise",0.509052248469265
"IFI16","turquoise",0.507569686025915
"CNTNAP1","turquoise",0.497532877472682
"SCARA3","turquoise",0.496297141495439
"AC013643.2","turquoise",0.492830946683441
"PXDN","turquoise",0.491861932047886
"ASAP3","turquoise",0.484662879561003
"SUSD6","turquoise",0.48247114445622
