"iteration","cell_type","subcluster","module","module_size","gene","module_membership","percentile"
"T5","Astrocytes","5","yellow",348,"DGKB",0.676,100
"T5","Astrocytes","5","yellow",348,"FAP",0.646,100
"T5","Astrocytes","5","yellow",348,"TRPS1",0.643,100
"T5","Astrocytes","5","yellow",348,"CSMD3",0.595,100
"T5","Astrocytes","5","yellow",348,"LMNTD1",0.581,99
"T5","Astrocytes","5","yellow",348,"ARHGAP32",0.543,99
"T5","Astrocytes","5","yellow",348,"ARAP2",0.532,99
"T5","Astrocytes","5","yellow",348,"KCNJ3",0.528,98
"T5","Astrocytes","5","yellow",348,"RAB28",0.527,98
"T5","Astrocytes","5","yellow",348,"FUT9",0.517,98
"T5","Astrocytes","5","yellow",348,"KCTD8",0.513,98
"T5","Astrocytes","5","yellow",348,"TTC17",0.511,97
"T5","Astrocytes","5","yellow",348,"LRBA",0.509,97
"T5","Astrocytes","5","yellow",348,"SMAD2",0.505,97
"T5","Astrocytes","5","yellow",348,"SACS",0.503,96
"T5","Astrocytes","5","yellow",348,"AC006148.1",0.503,96
"T5","Astrocytes","5","yellow",348,"SOX5",0.498,96
"T5","Astrocytes","5","yellow",348,"MYRIP",0.491,96
"T5","Astrocytes","5","yellow",348,"KIAA2026",0.483,95
"T5","Astrocytes","5","yellow",348,"PCDH7",0.482,95
"T5","Astrocytes","5","yellow",348,"ERBB4",0.474,95
"T5","Astrocytes","5","yellow",348,"RABGAP1L",0.47,94
"T5","Astrocytes","5","yellow",348,"FAM172A",0.468,94
"T5","Astrocytes","5","yellow",348,"TTC28",0.467,94
"T5","Astrocytes","5","yellow",348,"LRFN5",0.467,94
"T5","Astrocytes","5","yellow",348,"BCKDHB",0.464,93
"T5","Astrocytes","5","yellow",348,"CLIP4",0.463,93
"T5","Astrocytes","5","yellow",348,"XRRA1",0.459,93
"T5","Astrocytes","5","yellow",348,"GDAP1",0.457,92
"T5","Astrocytes","5","yellow",348,"SEMA3D",0.455,92
"T5","Astrocytes","5","yellow",348,"CDH2",0.451,92
"T5","Astrocytes","5","yellow",348,"NKTR",0.45,91
"T5","Astrocytes","5","yellow",348,"LINC00476",0.45,92
"T5","Astrocytes","5","yellow",348,"UMAD1",0.449,91
"T5","Astrocytes","5","yellow",348,"CPQ",0.449,91
"T5","Astrocytes","5","yellow",348,"SNAP91",0.447,90
"T5","Astrocytes","5","yellow",348,"MAPK8",0.446,90
"T5","Astrocytes","5","yellow",348,"AF117829.1",0.446,90
"T5","Astrocytes","5","yellow",348,"TRDN",0.444,90
"T5","Astrocytes","5","yellow",348,"LINC00836",0.44,89
"T5","Astrocytes","5","yellow",348,"RFX7",0.439,89
"T5","Astrocytes","5","yellow",348,"CEP85L",0.439,89
"T5","Astrocytes","5","yellow",348,"ZC3H12C",0.437,88
"T5","Astrocytes","5","yellow",348,"PCNX1",0.436,88
"T5","Astrocytes","5","yellow",348,"PARD3B",0.434,88
"T5","Astrocytes","5","yellow",348,"NECTIN3",0.433,87
"T5","Astrocytes","5","yellow",348,"UBE2E3",0.433,88
"T5","Astrocytes","5","yellow",348,"AL645568.1",0.431,87
"T5","Astrocytes","5","yellow",348,"DLGAP1",0.43,87
"T5","Astrocytes","5","yellow",348,"VTI1A",0.429,86
"T5","Astrocytes","5","yellow",348,"VWA8",0.424,86
"T5","Astrocytes","5","yellow",348,"ME1",0.422,86
"T5","Astrocytes","5","yellow",348,"DYM",0.421,86
"T5","Astrocytes","5","yellow",348,"LINC01184",0.419,85
"T5","Astrocytes","5","yellow",348,"ZC3H6",0.417,85
"T5","Astrocytes","5","yellow",348,"MPDZ",0.417,85
"T5","Astrocytes","5","yellow",348,"FBXL17",0.416,84
"T5","Astrocytes","5","yellow",348,"SLC22A15",0.416,84
"T5","Astrocytes","5","yellow",348,"YAP1",0.41,83
"T5","Astrocytes","5","yellow",348,"RNF13",0.41,84
"T5","Astrocytes","5","yellow",348,"PHF3",0.407,83
"T5","Astrocytes","5","yellow",348,"VCAN",0.406,83
"T5","Astrocytes","5","yellow",348,"CHIC1",0.405,83
"T5","Astrocytes","5","yellow",348,"CACNA2D1",0.403,82
"T5","Astrocytes","5","yellow",348,"FMN2",0.401,82
"T5","Astrocytes","5","yellow",348,"ZFPM2",0.401,82
"T5","Astrocytes","5","yellow",348,"NRF1",0.399,81
