"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T1","Astrocytes","4","black",83,TRUE,3.9339572369258e-06,534,76,15,0.197368421052632,0.0280898876404494,"GO:0050839","GO:MF","cell adhesion molecule binding",17314,7918,"GO:0005515"
"T1","Astrocytes","4","black",83,TRUE,3.09450671762251e-05,10,76,4,0.0526315789473684,0.4,"GO:0019911","GO:MF","structural constituent of myelin sheath",17314,3736,"GO:0005198"
"T1","Astrocytes","4","black",83,TRUE,8.55716382015171e-05,344,75,11,0.146666666666667,0.0319767441860465,"GO:0030424","GO:CC","axon",16860,932,"GO:0043005"
"T1","Astrocytes","4","black",83,TRUE,0.00014333248510063,828,75,16,0.213333333333333,0.0193236714975845,"GO:0043005","GO:CC","neuron projection",16860,1846,"GO:0120025"
"T1","Astrocytes","4","black",83,TRUE,0.00022851902837086,40,75,5,0.0666666666666667,0.125,"GO:0044304","GO:CC","main axon",16860,2057,"GO:0030424, GO:0110165"
"T1","Astrocytes","4","black",83,TRUE,0.0005512589525813,798,71,16,0.225352112676056,0.0200501253132832,"GO:0044087","GO:BP","regulation of cellular component biogenesis",16178,11272,"GO:0044085, GO:0050794"
"T1","Astrocytes","4","black",83,TRUE,0.00066510164276104,1661,71,23,0.323943661971831,0.0138470800722456,"GO:0007399","GO:BP","nervous system development",16178,2932,"GO:0048731"
"T1","Astrocytes","4","black",83,TRUE,0.00071079819535032,50,75,5,0.0666666666666667,0.1,"GO:0044291","GO:CC","cell-cell contact zone",16860,2044,"GO:0005911"
"T1","Astrocytes","4","black",83,TRUE,0.00088171713844395,86,49,6,0.122448979591837,0.0697674418604651,"REAC:R-HSA-6794362","REAC","Protein-protein interactions at synapses",10842,1767,"REAC:R-HSA-112316"
"T1","Astrocytes","4","black",83,TRUE,0.00106954663149053,5156,75,42,0.56,0.00814584949573313,"GO:0071944","GO:CC","cell periphery",16860,2793,"GO:0110165"
"T1","Astrocytes","4","black",83,TRUE,0.0011025476670437,827,76,15,0.197368421052632,0.0181378476420798,"GO:0008092","GO:MF","cytoskeletal protein binding",17314,1544,"GO:0005515"
"T1","Astrocytes","4","black",83,TRUE,0.00149449425632479,650,71,14,0.197183098591549,0.0215384615384615,"GO:0000902","GO:BP","cell morphogenesis",16178,242,"GO:0009653"
"T1","Astrocytes","4","black",83,TRUE,0.00205963059913568,76,71,6,0.0845070422535211,0.0789473684210526,"GO:0042552","GO:BP","myelination",16178,10592,"GO:0008366"
"T1","Astrocytes","4","black",83,TRUE,0.00223951263907594,1120,71,18,0.253521126760563,0.0160714285714286,"GO:0022008","GO:BP","neurogenesis",16178,6799,"GO:0007399, GO:0030154"
"T1","Astrocytes","4","black",83,TRUE,0.00240320337674091,78,71,6,0.0845070422535211,0.0769230769230769,"GO:0007272","GO:BP","ensheathment of neurons",16178,2833,"GO:0007399, GO:0009987"
"T1","Astrocytes","4","black",83,TRUE,0.00240320337674091,78,71,6,0.0845070422535211,0.0769230769230769,"GO:0008366","GO:BP","axon ensheathment",16178,3220,"GO:0007272"
"T1","Astrocytes","4","black",83,TRUE,0.00264557573477065,682,71,14,0.197183098591549,0.0205278592375367,"GO:0031175","GO:BP","neuron projection development",16178,7333,"GO:0048666, GO:0120036"
"T1","Astrocytes","4","black",83,TRUE,0.00273904202082955,490,71,12,0.169014084507042,0.0244897959183673,"GO:0099537","GO:BP","trans-synaptic signaling",16178,19667,"GO:0099536"
"T1","Astrocytes","4","black",83,TRUE,0.00346077296087945,1587,75,20,0.266666666666667,0.0126023944549464,"GO:0120025","GO:CC","plasma membrane bounded cell projection",16860,3443,"GO:0042995"
"T1","Astrocytes","4","black",83,TRUE,0.00397617902164344,1602,75,20,0.266666666666667,0.0124843945068664,"GO:0042995","GO:CC","cell projection",16860,1845,"GO:0110165"
"T1","Astrocytes","4","black",83,TRUE,0.00419998126709937,930,71,16,0.225352112676056,0.0172043010752688,"GO:0030182","GO:BP","neuron differentiation",16178,6936,"GO:0030154, GO:0048699"
"T1","Astrocytes","4","black",83,TRUE,0.00450611605762884,514,71,12,0.169014084507042,0.0233463035019455,"GO:0099536","GO:BP","synaptic signaling",16178,19666,"GO:0007267"
"T1","Astrocytes","4","black",83,TRUE,0.00503006013565244,1185,71,18,0.253521126760563,0.0151898734177215,"GO:0120036","GO:BP","plasma membrane bounded cell projection organization",16178,20035,"GO:0030030"
"T1","Astrocytes","4","black",83,TRUE,0.00603574158900969,13,75,3,0.04,0.230769230769231,"GO:0043209","GO:CC","myelin sheath",16860,1872,"GO:0110165"
"T1","Astrocytes","4","black",83,TRUE,0.00605595451458967,330,76,9,0.118421052631579,0.0272727272727273,"GO:0045296","GO:MF","cadherin binding",17314,6083,"GO:0050839"
"T1","Astrocytes","4","black",83,TRUE,0.00608508326829474,1201,71,18,0.253521126760563,0.0149875104079933,"GO:0030030","GO:BP","cell projection organization",16178,6891,"GO:0016043"
"T1","Astrocytes","4","black",83,TRUE,0.00643059086885109,532,71,12,0.169014084507042,0.0225563909774436,"GO:0034330","GO:BP","cell junction organization",16178,8863,"GO:0016043"
"T1","Astrocytes","4","black",83,TRUE,0.00652337303928404,440,71,11,0.154929577464789,0.025,"GO:0048812","GO:BP","neuron projection morphogenesis",16178,13483,"GO:0031175, GO:0120039"
"T1","Astrocytes","4","black",83,TRUE,0.00751741933784664,450,75,10,0.133333333333333,0.0222222222222222,"GO:0036477","GO:CC","somatodendritic compartment",16860,1720,"GO:0110165"
"T1","Astrocytes","4","black",83,TRUE,0.00824087147860658,545,71,12,0.169014084507042,0.0220183486238532,"GO:0032989","GO:BP","cellular anatomical entity morphogenesis",16178,8249,"GO:0009653"
"T1","Astrocytes","4","black",83,TRUE,0.00832096276232359,41,75,4,0.0533333333333333,0.0975609756097561,"GO:0031594","GO:CC","neuromuscular junction",16860,1169,"GO:0045202"
"T1","Astrocytes","4","black",83,TRUE,0.00882147655370828,756,71,14,0.197183098591549,0.0185185185185185,"GO:0048666","GO:BP","neuron development",16178,13349,"GO:0030182, GO:0048468"
"T1","Astrocytes","4","black",83,TRUE,0.00882441099208683,985,71,16,0.225352112676056,0.016243654822335,"GO:0048699","GO:BP","generation of neurons",16178,13381,"GO:0022008"
"T1","Astrocytes","4","black",83,TRUE,0.0089938072045514,455,71,11,0.154929577464789,0.0241758241758242,"GO:0120039","GO:BP","plasma membrane bounded cell projection morphogenesis",16178,20036,"GO:0048858"
"T1","Astrocytes","4","black",83,TRUE,0.00977738706776576,459,71,11,0.154929577464789,0.0239651416122004,"GO:0048858","GO:BP","cell projection morphogenesis",16178,13527,"GO:0000902, GO:0030030, GO:0032989"
"T1","Astrocytes","4","black",83,TRUE,0.0119202243621357,379,71,10,0.140845070422535,0.0263852242744063,"GO:0048667","GO:BP","cell morphogenesis involved in neuron differentiation",16178,13350,"GO:0000902, GO:0048666"
"T1","Astrocytes","4","black",83,TRUE,0.0134151304836095,28,71,4,0.0563380281690141,0.142857142857143,"GO:0086004","GO:BP","regulation of cardiac muscle cell contraction",16178,18404,"GO:0055117, GO:0086003, GO:1903115"
"T1","Astrocytes","4","black",83,TRUE,0.0145744493987398,151,75,6,0.08,0.0397350993377483,"GO:0005912","GO:CC","adherens junction",16860,440,"GO:0005911"
"T1","Astrocytes","4","black",83,TRUE,0.0166389907260704,95,75,5,0.0666666666666667,0.0526315789473684,"GO:0045211","GO:CC","postsynaptic membrane",16860,2141,"GO:0097060, GO:0098794"
"T1","Astrocytes","4","black",83,TRUE,0.0178416170735108,4716,75,37,0.493333333333333,0.00784563189143342,"GO:0005886","GO:CC","plasma membrane",16860,422,"GO:0016020, GO:0071944"
