"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T0","Astrocytes","8","black",260,TRUE,0.00083777088358414,13667,218,201,0.922018348623853,0.0147069583668691,"GO:0005622","GO:CC","intracellular anatomical structure",16860,237,"GO:0110165"
"T0","Astrocytes","8","black",260,TRUE,0.022028488515262,237,222,12,0.0540540540540541,0.0506329113924051,"GO:0042393","GO:MF","histone binding",17314,5610,"GO:0005515"
"T0","Astrocytes","8","black",260,TRUE,0.0234035881288512,202,222,11,0.0495495495495495,0.0544554455445545,"GO:0031267","GO:MF","small GTPase binding",17314,4105,"GO:0051020"
"T0","Astrocytes","8","black",260,TRUE,0.0339236476181089,13965,222,200,0.900900900900901,0.0143215180809166,"GO:0005515","GO:MF","protein binding",17314,1492,"GO:0005488"
"T0","Astrocytes","8","black",260,TRUE,0.044113745436559,860,222,25,0.112612612612613,0.0290697674418605,"GO:0030674","GO:MF","protein-macromolecule adaptor activity",17314,3987,"GO:0060090"
"T0","Astrocytes","8","black",260,TRUE,0.0488567499359272,84,105,6,0.0571428571428571,0.0714285714285714,"KEGG:03083","KEGG","Polycomb repressive complex",8484,220,"KEGG:00000"
"T0","Astrocytes","8","blue",1266,TRUE,6.90276398877161e-09,4410,985,349,0.354314720812183,0.0791383219954648,"GO:0031981","GO:CC","nuclear lumen",16860,1227,"GO:0005634, GO:0070013"
"T0","Astrocytes","8","blue",1266,TRUE,6.92345574567373e-09,5231,985,401,0.407106598984772,0.0766583827184095,"GO:0005829","GO:CC","cytosol",16860,380,"GO:0005737, GO:0110165"
"T0","Astrocytes","8","blue",1266,TRUE,2.90768011973522e-08,13667,985,871,0.884263959390863,0.0637301529230994,"GO:0005622","GO:CC","intracellular anatomical structure",16860,237,"GO:0110165"
"T0","Astrocytes","8","blue",1266,TRUE,4.0462835969058e-08,4111,985,326,0.330964467005076,0.0792994405254196,"GO:0005654","GO:CC","nucleoplasm",16860,252,"GO:0031981, GO:0110165"
"T0","Astrocytes","8","blue",1266,TRUE,1.84291551633821e-07,14633,959,919,0.958289885297185,0.0628032529214789,"GO:0009987","GO:BP","cellular process",16178,3849,"GO:0008150"
"T0","Astrocytes","8","blue",1266,TRUE,2.93263374994495e-07,12730,985,820,0.83248730964467,0.0644147682639434,"GO:0043226","GO:CC","organelle",16860,1878,"GO:0110165"
"T0","Astrocytes","8","blue",1266,TRUE,3.47841936218964e-07,11912,985,777,0.788832487309645,0.0652283411685695,"GO:0043229","GO:CC","intracellular organelle",16860,1881,"GO:0005622, GO:0043226"
"T0","Astrocytes","8","blue",1266,TRUE,2.49718239023018e-06,620,1004,73,0.0727091633466136,0.117741935483871,"GO:0016773","GO:MF","phosphotransferase activity, alcohol group as acceptor",17314,2967,"GO:0016772"
"T0","Astrocytes","8","blue",1266,TRUE,1.04531700881186e-05,666,1004,75,0.0747011952191235,0.112612612612613,"GO:0016301","GO:MF","kinase activity",17314,2763,"GO:0016772"
"T0","Astrocytes","8","blue",1266,TRUE,1.69588413318424e-05,137,478,25,0.0523012552301255,0.182481751824818,"KEGG:04910","KEGG","Insulin signaling pathway",8484,367,"KEGG:00000"
"T0","Astrocytes","8","blue",1266,TRUE,3.29964719770114e-05,1988,959,176,0.183524504692388,0.0885311871227364,"GO:0051128","GO:BP","regulation of cellular component organization",16178,13953,"GO:0016043, GO:0050794"
"T0","Astrocytes","8","blue",1266,TRUE,8.49641692553856e-05,84,478,18,0.0376569037656904,0.214285714285714,"KEGG:04012","KEGG","ErbB signaling pathway",8484,245,"KEGG:00000"
