"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T2","Astrocytes","15","black",860,TRUE,4.85278175856313e-09,13667,698,629,0.901146131805158,0.0460232677251774,"GO:0005622","GO:CC","intracellular anatomical structure",16860,237,"GO:0110165"
"T2","Astrocytes","15","black",860,TRUE,4.79867065160948e-08,11912,698,565,0.80945558739255,0.047431161853593,"GO:0043229","GO:CC","intracellular organelle",16860,1881,"GO:0005622, GO:0043226"
"T2","Astrocytes","15","black",860,TRUE,1.16755908678623e-06,12730,698,589,0.843839541547278,0.0462686567164179,"GO:0043226","GO:CC","organelle",16860,1878,"GO:0110165"
"T2","Astrocytes","15","black",860,TRUE,1.90594619912436e-06,1192,673,94,0.139673105497771,0.0788590604026846,"GO:0046907","GO:BP","intracellular transport",16178,12847,"GO:0006810, GO:0051641, GO:0051649"
"T2","Astrocytes","15","black",860,TRUE,6.47542981354746e-06,10872,698,517,0.740687679083095,0.0475533480500368,"GO:0043231","GO:CC","intracellular membrane-bounded organelle",16860,1883,"GO:0043227, GO:0043229"
"T2","Astrocytes","15","black",860,TRUE,7.18504968855822e-05,11983,698,554,0.793696275071633,0.0462321622298256,"GO:0043227","GO:CC","membrane-bounded organelle",16860,1879,"GO:0043226"
"T2","Astrocytes","15","black",860,TRUE,0.00016237656603146,1568,673,108,0.160475482912333,0.0688775510204082,"GO:0051649","GO:BP","establishment of localization in cell",16178,14317,"GO:0051234, GO:0051641"
"T2","Astrocytes","15","black",860,TRUE,0.00035391892261772,2069,710,129,0.18169014084507,0.0623489608506525,"GO:0140096","GO:MF","catalytic activity, acting on a protein",17314,10409,"GO:0003824"
"T2","Astrocytes","15","black",860,TRUE,0.00035542766120607,5466,673,290,0.430906389301634,0.053055250640322,"GO:0016043","GO:BP","cellular component organization",16178,5137,"GO:0071840"
"T2","Astrocytes","15","black",860,TRUE,0.00046376512202723,1185,673,86,0.12778603268945,0.0725738396624473,"GO:0120036","GO:BP","plasma membrane bounded cell projection organization",16178,20035,"GO:0030030"
"T2","Astrocytes","15","black",860,TRUE,0.00073703465177577,4111,698,223,0.319484240687679,0.054244709316468,"GO:0005654","GO:CC","nucleoplasm",16860,252,"GO:0031981, GO:0110165"
"T2","Astrocytes","15","black",860,TRUE,0.00082143062442048,5468,698,283,0.405444126074499,0.0517556693489393,"GO:0043233","GO:CC","organelle lumen",16860,1885,"GO:0031974, GO:0043226"
"T2","Astrocytes","15","black",860,TRUE,0.00082143062442048,5468,698,283,0.405444126074499,0.0517556693489393,"GO:0070013","GO:CC","intracellular organelle lumen",16860,2399,"GO:0043229, GO:0043233"
"T2","Astrocytes","15","black",860,TRUE,0.00082143062442048,5468,698,283,0.405444126074499,0.0517556693489393,"GO:0031974","GO:CC","membrane-enclosed lumen",16860,1221,"GO:0110165"
