"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,8.60492568087542e-12,1724,295,79,0.267796610169492,0.0458236658932715,"GO:0010033","GO:BP","response to organic substance",16178,3883,"GO:0042221"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,5.86426110185603e-11,5231,299,153,0.511705685618729,0.0292487096157522,"GO:0005829","GO:CC","cytosol",16860,380,"GO:0005737, GO:0110165"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,8.95719653211365e-10,1368,295,65,0.220338983050847,0.0475146198830409,"GO:0071310","GO:BP","cellular response to organic substance",16178,17066,"GO:0010033, GO:0070887"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,1.38213674900038e-08,10755,299,242,0.809364548494983,0.0225011622501162,"GO:0005737","GO:CC","cytoplasm",16860,309,"GO:0005622, GO:0110165"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,1.77717753068612e-07,2620,295,92,0.311864406779661,0.0351145038167939,"GO:0042221","GO:BP","response to chemical",16178,10394,"GO:0050896"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,5.42778778100982e-07,1972,295,75,0.254237288135593,0.0380324543610548,"GO:0070887","GO:BP","cellular response to chemical stimulus",16178,16854,"GO:0042221, GO:0051716"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,7.70604971749977e-07,9578,295,225,0.76271186440678,0.0234913343077887,"GO:0050794","GO:BP","regulation of cellular process",16178,13691,"GO:0009987, GO:0050789"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,6.04175983826597e-06,5757,295,154,0.522033898305085,0.0267500434253952,"GO:0019222","GO:BP","regulation of metabolic process",16178,5789,"GO:0008152, GO:0050789"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,6.12184444864964e-06,4752,295,134,0.454237288135593,0.0281986531986532,"GO:0048522","GO:BP","positive regulation of cellular process",16178,13230,"GO:0009987, GO:0048518, GO:0050794"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,6.99370948511903e-06,2210,295,78,0.264406779661017,0.0352941176470588,"GO:0035556","GO:BP","intracellular signal transduction",16178,9405,"GO:0007165"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,7.41079631927278e-06,5313,295,145,0.491525423728814,0.0272915490306795,"GO:0031323","GO:BP","regulation of cellular metabolic process",16178,7372,"GO:0019222, GO:0044237, GO:0050794"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,7.67004834040387e-06,13667,299,276,0.923076923076923,0.0201946293992829,"GO:0005622","GO:CC","intracellular anatomical structure",16860,237,"GO:0110165"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,9.75727923290935e-06,283,299,21,0.0702341137123746,0.0742049469964664,"GO:0030667","GO:CC","secretory granule membrane",16860,955,"GO:0030141, GO:0030659, GO:0098588"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,1.2562815706738e-05,5250,295,143,0.484745762711864,0.0272380952380952,"GO:0048518","GO:BP","positive regulation of biological process",16178,13226,"GO:0008150, GO:0050789"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,1.25702668315729e-05,104,295,14,0.0474576271186441,0.134615384615385,"GO:0006986","GO:BP","response to unfolded protein",16178,2639,"GO:0035966"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,1.75613964745655e-05,10131,295,230,0.779661016949153,0.0227025959924983,"GO:0050789","GO:BP","regulation of biological process",16178,13687,"GO:0008150, GO:0065007"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,2.33939952023566e-05,2103,295,74,0.250847457627119,0.0351878269139325,"GO:0002376","GO:BP","immune system process",16178,913,"GO:0008150"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,2.53351174706616e-05,624,295,34,0.115254237288136,0.0544871794871795,"GO:0034097","GO:BP","response to cytokine",16178,8691,"GO:0010033"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,3.51147668614818e-05,45,305,9,0.0295081967213115,0.2,"GO:0060590","GO:MF","ATPase regulator activity",17314,8392,"GO:0098772"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,4.78374280755757e-05,1155,295,49,0.166101694915254,0.0424242424242424,"GO:0050790","GO:BP","regulation of catalytic activity",16178,13688,"GO:0065009"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,5.52203798881666e-05,4759,295,131,0.444067796610169,0.0275267913427191,"GO:0007165","GO:BP","signal transduction",16178,2760,"GO:0007154, GO:0009987, GO:0023052, GO:0050794, GO:0051716"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,5.87974722614507e-05,117,295,14,0.0474576271186441,0.11965811965812,"GO:0035966","GO:BP","response to topologically incorrect protein",16178,9691,"GO:0006950, GO:0010033"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,6.23327589369566e-05,3566,299,101,0.337792642140468,0.0283230510375771,"GO:0031982","GO:CC","vesicle",16860,1228,"GO:0043227"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,6.63186924988658e-05,2108,299,69,0.230769230769231,0.0327324478178368,"GO:0070062","GO:CC","extracellular exosome",16860,2418,"GO:0005615, GO:1903561"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,6.75389126800056e-05,10492,295,234,0.793220338983051,0.022302706824247,"GO:0065007","GO:BP","biological regulation",16178,16384,"GO:0008150"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,7.48644880178871e-05,1513,295,58,0.196610169491525,0.0383344348975545,"GO:0141124","GO:BP","intracellular signaling cassette",16178,20599,"GO:0035556"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,9.99160803732413e-05,2131,299,69,0.230769230769231,0.0323791647114031,"GO:1903561","GO:CC","extracellular vesicle",16860,3690,"GO:0031982, GO:0065010"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,0.00010169224078036,2132,299,69,0.230769230769231,0.0323639774859287,"GO:0043230","GO:CC","extracellular organelle",16860,1882,"GO:0005576, GO:0043226"
"T0","Astrocytes_microglia","23","antiquewhite2",327,TRUE,0.00010169224078036,2132,299,69,0.230769230769231,0.0323639774859287,"GO:0065010","GO:CC","extracellular membrane-bounded organelle",16860,2398,"GO:0043227, GO:0043230"
