"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T2","Astrocytes","8","black",299,TRUE,0.00198240241073077,221,252,14,0.0555555555555556,0.0633484162895928,"GO:0005096","GO:MF","GTPase activator activity",17314,1276,"GO:0008047, GO:0030695"
"T2","Astrocytes","8","black",299,TRUE,0.0200372470559978,12730,248,212,0.854838709677419,0.0166535742340927,"GO:0043226","GO:CC","organelle",16860,1878,"GO:0110165"
"T2","Astrocytes","8","blue",516,TRUE,7.01001108575744e-27,10755,470,407,0.865957446808511,0.0378428637842864,"GO:0005737","GO:CC","cytoplasm",16860,309,"GO:0005622, GO:0110165"
"T2","Astrocytes","8","blue",516,TRUE,1.41692651688167e-20,2131,470,139,0.295744680851064,0.0652275926794932,"GO:1903561","GO:CC","extracellular vesicle",16860,3690,"GO:0031982, GO:0065010"
"T2","Astrocytes","8","blue",516,TRUE,1.48209153548817e-20,2132,470,139,0.295744680851064,0.0651969981238274,"GO:0043230","GO:CC","extracellular organelle",16860,1882,"GO:0005576, GO:0043226"
"T2","Astrocytes","8","blue",516,TRUE,1.48209153548817e-20,2132,470,139,0.295744680851064,0.0651969981238274,"GO:0065010","GO:CC","extracellular membrane-bounded organelle",16860,2398,"GO:0043227, GO:0043230"
"T2","Astrocytes","8","blue",516,TRUE,1.53709212822171e-20,2108,470,138,0.293617021276596,0.0654648956356736,"GO:0070062","GO:CC","extracellular exosome",16860,2418,"GO:0005615, GO:1903561"
"T2","Astrocytes","8","blue",516,TRUE,1.50694996319063e-19,624,357,73,0.204481792717087,0.116987179487179,"REAC:R-HSA-199991","REAC","Membrane Trafficking",10842,1369,"REAC:R-HSA-5653656"
"T2","Astrocytes","8","blue",516,TRUE,1.7334196108776e-19,3566,470,190,0.404255319148936,0.0532809871003926,"GO:0031982","GO:CC","vesicle",16860,1228,"GO:0043227"
"T2","Astrocytes","8","blue",516,TRUE,3.57013047078359e-18,265,283,45,0.159010600706714,0.169811320754717,"KEGG:05012","KEGG","Parkinson disease",8484,412,"KEGG:00000"
