"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T5","Astrocytes","4","black",323,TRUE,5.90233059949446e-08,5231,280,137,0.489285714285714,0.026190021028484,"GO:0005829","GO:CC","cytosol",16860,380,"GO:0005737, GO:0110165"
"T5","Astrocytes","4","black",323,TRUE,6.10536068938232e-06,10755,280,221,0.789285714285714,0.0205485820548582,"GO:0005737","GO:CC","cytoplasm",16860,309,"GO:0005622, GO:0110165"
"T5","Astrocytes","4","black",323,TRUE,1.16432946621611e-05,13667,280,259,0.925,0.0189507572986025,"GO:0005622","GO:CC","intracellular anatomical structure",16860,237,"GO:0110165"
"T5","Astrocytes","4","black",323,TRUE,0.00047083608947651,202,280,15,0.0535714285714286,0.0742574257425743,"GO:0031267","GO:MF","small GTPase binding",17314,4105,"GO:0051020"
"T5","Astrocytes","4","black",323,TRUE,0.0010755830719026,434,280,22,0.0785714285714286,0.0506912442396313,"GO:0060589","GO:MF","nucleoside-triphosphatase regulator activity",17314,8391,"GO:0030234"
"T5","Astrocytes","4","black",323,TRUE,0.0010755830719026,434,280,22,0.0785714285714286,0.0506912442396313,"GO:0030695","GO:MF","GTPase regulator activity",17314,3988,"GO:0060589"
"T5","Astrocytes","4","black",323,TRUE,0.00211697590090183,228,280,15,0.0535714285714286,0.0657894736842105,"GO:0051020","GO:MF","GTPase binding",17314,7933,"GO:0019899"
"T5","Astrocytes","4","black",323,TRUE,0.0043688705037725,12730,280,240,0.857142857142857,0.01885310290652,"GO:0043226","GO:CC","organelle",16860,1878,"GO:0110165"
"T5","Astrocytes","4","black",323,TRUE,0.00524426444736884,1802,280,53,0.189285714285714,0.0294117647058824,"GO:0019899","GO:MF","enzyme binding",17314,3728,"GO:0005515"
"T5","Astrocytes","4","black",323,TRUE,0.0105582442197362,11912,280,227,0.810714285714286,0.0190564137004701,"GO:0043229","GO:CC","intracellular organelle",16860,1881,"GO:0005622, GO:0043226"
"T5","Astrocytes","4","black",323,TRUE,0.0128781836371599,13965,280,251,0.896428571428571,0.0179735051915503,"GO:0005515","GO:MF","protein binding",17314,1492,"GO:0005488"
"T5","Astrocytes","4","black",323,TRUE,0.0352560630774572,168,162,11,0.0679012345679012,0.0654761904761905,"KEGG:04141","KEGG","Protein processing in endoplasmic reticulum",8484,278,"KEGG:00000"
"T5","Astrocytes","4","black",323,TRUE,0.0384779259832919,227,162,13,0.0802469135802469,0.0572687224669604,"KEGG:04810","KEGG","Regulation of actin cytoskeleton",8484,365,"KEGG:00000"
"T5","Astrocytes","4","blue",433,TRUE,5.49632911564917e-08,13667,375,347,0.925333333333333,0.0253896246433014,"GO:0005622","GO:CC","intracellular anatomical structure",16860,237,"GO:0110165"
"T5","Astrocytes","4","blue",433,TRUE,8.81916591070673e-07,4111,375,142,0.378666666666667,0.0345414740938944,"GO:0005654","GO:CC","nucleoplasm",16860,252,"GO:0031981, GO:0110165"
"T5","Astrocytes","4","blue",433,TRUE,2.95151636097702e-06,5231,375,168,0.448,0.0321162301663162,"GO:0005829","GO:CC","cytosol",16860,380,"GO:0005737, GO:0110165"
"T5","Astrocytes","4","blue",433,TRUE,9.99525146370636e-06,1192,370,60,0.162162162162162,0.0503355704697987,"GO:0046907","GO:BP","intracellular transport",16178,12847,"GO:0006810, GO:0051641, GO:0051649"
"T5","Astrocytes","4","blue",433,TRUE,1.60187063949968e-05,4410,375,145,0.386666666666667,0.0328798185941043,"GO:0031981","GO:CC","nuclear lumen",16860,1227,"GO:0005634, GO:0070013"
"T5","Astrocytes","4","blue",433,TRUE,0.00011555530080442,4,392,4,0.0102040816326531,1,"GO:0043559","GO:MF","insulin binding",17314,5776,"GO:0005515, GO:0017046"
"T5","Astrocytes","4","blue",433,TRUE,0.00013885951062643,1568,370,69,0.186486486486486,0.0440051020408163,"GO:0051649","GO:BP","establishment of localization in cell",16178,14317,"GO:0051234, GO:0051641"
"T5","Astrocytes","4","blue",433,TRUE,0.00014256150252351,805,370,44,0.118918918918919,0.0546583850931677,"GO:0043687","GO:BP","post-translational protein modification",16178,11196,"GO:0036211"
"T5","Astrocytes","4","blue",433,TRUE,0.00016675854848836,2744,370,103,0.278378378378378,0.037536443148688,"GO:0051641","GO:BP","cellular localization",16178,14309,"GO:0009987, GO:0051179"
"T5","Astrocytes","4","blue",433,TRUE,0.00018561080851617,756,370,42,0.113513513513514,0.0555555555555556,"GO:0070647","GO:BP","protein modification by small protein conjugation or removal",16178,16727,"GO:0043687"
"T5","Astrocytes","4","blue",433,TRUE,0.00023357922496869,10872,375,285,0.76,0.0262141280353201,"GO:0043231","GO:CC","intracellular membrane-bounded organelle",16860,1883,"GO:0043227, GO:0043229"
"T5","Astrocytes","4","blue",433,TRUE,0.00025316832753096,6709,375,195,0.52,0.0290654344909823,"GO:0005634","GO:CC","nucleus",16860,243,"GO:0043231"
"T5","Astrocytes","4","blue",433,TRUE,0.00030370215609008,2419,370,93,0.251351351351351,0.0384456386936751,"GO:0036211","GO:BP","protein modification process",16178,9821,"GO:0019538, GO:0043412"
"T5","Astrocytes","4","blue",433,TRUE,0.00033053205004199,11912,375,305,0.813333333333333,0.0256044325050369,"GO:0043229","GO:CC","intracellular organelle",16860,1881,"GO:0005622, GO:0043226"
"T5","Astrocytes","4","blue",433,TRUE,0.00043209428914051,245,370,21,0.0567567567567568,0.0857142857142857,"GO:0000209","GO:BP","protein polyubiquitination",16178,60,"GO:0016567"
"T5","Astrocytes","4","blue",433,TRUE,0.00092286692042601,12730,375,319,0.850666666666667,0.0250589159465829,"GO:0043226","GO:CC","organelle",16860,1878,"GO:0110165"
"T5","Astrocytes","4","blue",433,TRUE,0.00173970129449473,10755,375,279,0.744,0.0259414225941423,"GO:0005737","GO:CC","cytoplasm",16860,309,"GO:0005622, GO:0110165"
"T5","Astrocytes","4","blue",433,TRUE,0.00202520849727023,1007,392,46,0.11734693877551,0.0456802383316783,"GO:0060090","GO:MF","molecular adaptor activity",17314,8382,"GO:0003674"
"T5","Astrocytes","4","blue",433,TRUE,0.00204700259977587,120,196,12,0.0612244897959184,0.1,"KEGG:04152","KEGG","AMPK signaling pathway",8484,286,"KEGG:00000"
"T5","Astrocytes","4","blue",433,TRUE,0.00232447018127945,1658,375,64,0.170666666666667,0.0386007237635706,"GO:1902494","GO:CC","catalytic complex",16860,3635,"GO:0032991"
"T5","Astrocytes","4","blue",433,TRUE,0.00237251766453203,10492,370,282,0.762162162162162,0.0268776210446054,"GO:0065007","GO:BP","biological regulation",16178,16384,"GO:0008150"
"T5","Astrocytes","4","blue",433,TRUE,0.00280494353319432,2254,370,85,0.22972972972973,0.0377107364685004,"GO:0033036","GO:BP","macromolecule localization",16178,8276,"GO:0051179"
"T5","Astrocytes","4","blue",433,TRUE,0.00280818656299724,1870,370,74,0.2,0.039572192513369,"GO:0008104","GO:BP","protein localization",16178,3157,"GO:0070727"
"T5","Astrocytes","4","blue",433,TRUE,0.0031936367442761,130,370,14,0.0378378378378378,0.107692307692308,"GO:0016482","GO:BP","cytosolic transport",16178,5295,"GO:0046907"
"T5","Astrocytes","4","blue",433,TRUE,0.00322984660826015,1877,370,74,0.2,0.0394246137453383,"GO:0070727","GO:BP","cellular macromolecule localization",16178,16772,"GO:0033036, GO:0051641"
"T5","Astrocytes","4","blue",433,TRUE,0.00450693449539453,1258,370,55,0.148648648648649,0.0437201907790143,"GO:0016192","GO:BP","vesicle-mediated transport",16178,5229,"GO:0006810, GO:0009987"
"T5","Astrocytes","4","blue",433,TRUE,0.00494812451817127,5468,375,160,0.426666666666667,0.0292611558156547,"GO:0031974","GO:CC","membrane-enclosed lumen",16860,1221,"GO:0110165"
"T5","Astrocytes","4","blue",433,TRUE,0.00494812451817127,5468,375,160,0.426666666666667,0.0292611558156547,"GO:0043233","GO:CC","organelle lumen",16860,1885,"GO:0031974, GO:0043226"
"T5","Astrocytes","4","blue",433,TRUE,0.00494812451817127,5468,375,160,0.426666666666667,0.0292611558156547,"GO:0070013","GO:CC","intracellular organelle lumen",16860,2399,"GO:0043229, GO:0043233"
"T5","Astrocytes","4","blue",433,TRUE,0.00513785306456285,2545,252,89,0.353174603174603,0.0349705304518664,"REAC:R-HSA-162582","REAC","Signal Transduction",10842,2144,"REAC:0000000"
"T5","Astrocytes","4","blue",433,TRUE,0.00573049045690641,2619,370,94,0.254054054054054,0.0358915616647575,"GO:0043412","GO:BP","macromolecule modification",16178,11034,"GO:0043170"
"T5","Astrocytes","4","blue",433,TRUE,0.00601915109248553,5757,370,174,0.47027027027027,0.0302240750390829,"GO:0019222","GO:BP","regulation of metabolic process",16178,5789,"GO:0008152, GO:0050789"
"T5","Astrocytes","4","blue",433,TRUE,0.00735691069087864,11983,375,301,0.802666666666667,0.0251189184678294,"GO:0043227","GO:CC","membrane-bounded organelle",16860,1879,"GO:0043226"
"T5","Astrocytes","4","blue",433,TRUE,0.00861627727260695,624,252,32,0.126984126984127,0.0512820512820513,"REAC:R-HSA-199991","REAC","Membrane Trafficking",10842,1369,"REAC:R-HSA-5653656"
"T5","Astrocytes","4","blue",433,TRUE,0.00919119996179023,10131,370,272,0.735135135135135,0.0268482874346067,"GO:0050789","GO:BP","regulation of biological process",16178,13687,"GO:0008150, GO:0065007"
"T5","Astrocytes","4","blue",433,TRUE,0.00935709038928315,163,392,14,0.0357142857142857,0.0858895705521472,"GO:1901981","GO:MF","phosphatidylinositol phosphate binding",17314,10940,"GO:0035091"
"T5","Astrocytes","4","blue",433,TRUE,0.0120292242015523,678,370,35,0.0945945945945946,0.051622418879056,"GO:0032446","GO:BP","protein modification by small protein conjugation",16178,7840,"GO:0070647"
"T5","Astrocytes","4","blue",433,TRUE,0.0133104971355514,860,392,39,0.0994897959183673,0.0453488372093023,"GO:0030674","GO:MF","protein-macromolecule adaptor activity",17314,3987,"GO:0060090"
"T5","Astrocytes","4","blue",433,TRUE,0.0133687678425362,237,392,17,0.0433673469387755,0.0717299578059072,"GO:0042393","GO:MF","histone binding",17314,5610,"GO:0005515"
"T5","Astrocytes","4","blue",433,TRUE,0.0137073787617503,1988,370,75,0.202702702702703,0.0377263581488934,"GO:0051128","GO:BP","regulation of cellular component organization",16178,13953,"GO:0016043, GO:0050794"
"T5","Astrocytes","4","blue",433,TRUE,0.0141753557748433,4324,370,137,0.37027027027027,0.0316836262719704,"GO:0051179","GO:BP","localization",16178,14002,"GO:0008150"
"T5","Astrocytes","4","blue",433,TRUE,0.0155790316444145,235,370,18,0.0486486486486487,0.0765957446808511,"GO:0043434","GO:BP","response to peptide hormone",16178,11046,"GO:0009725, GO:1901652"
"T5","Astrocytes","4","blue",433,TRUE,0.0173771548378628,284,370,20,0.0540540540540541,0.0704225352112676,"GO:0048193","GO:BP","Golgi vesicle transport",16178,12993,"GO:0016192"
"T5","Astrocytes","4","blue",433,TRUE,0.0178861823864713,2069,392,74,0.188775510204082,0.0357660705654906,"GO:0140096","GO:MF","catalytic activity, acting on a protein",17314,10409,"GO:0003824"
"T5","Astrocytes","4","blue",433,TRUE,0.0185458471608647,548,370,30,0.0810810810810811,0.0547445255474453,"GO:0010243","GO:BP","response to organonitrogen compound",16178,4060,"GO:0010033, GO:1901698"
"T5","Astrocytes","4","blue",433,TRUE,0.0186991795854208,151,370,14,0.0378378378378378,0.0927152317880795,"GO:0032868","GO:BP","response to insulin",16178,8144,"GO:0043434"
