"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T3","Astrocytes","5","black",340,TRUE,7.1773299829169e-19,2131,316,104,0.329113924050633,0.0488033786954481,"GO:1903561","GO:CC","extracellular vesicle",16860,3690,"GO:0031982, GO:0065010"
"T3","Astrocytes","5","black",340,TRUE,7.43841118226759e-19,2132,316,104,0.329113924050633,0.0487804878048781,"GO:0065010","GO:CC","extracellular membrane-bounded organelle",16860,2398,"GO:0043227, GO:0043230"
"T3","Astrocytes","5","black",340,TRUE,7.43841118226759e-19,2132,316,104,0.329113924050633,0.0487804878048781,"GO:0043230","GO:CC","extracellular organelle",16860,1882,"GO:0005576, GO:0043226"
"T3","Astrocytes","5","black",340,TRUE,1.11589414053925e-18,2108,316,103,0.325949367088608,0.0488614800759013,"GO:0070062","GO:CC","extracellular exosome",16860,2418,"GO:0005615, GO:1903561"
"T3","Astrocytes","5","black",340,TRUE,2.588742394948e-17,10755,316,273,0.863924050632911,0.0253835425383543,"GO:0005737","GO:CC","cytoplasm",16860,309,"GO:0005622, GO:0110165"
"T3","Astrocytes","5","black",340,TRUE,2.27278955063933e-16,3566,316,136,0.430379746835443,0.0381379697139652,"GO:0031982","GO:CC","vesicle",16860,1228,"GO:0043227"
"T3","Astrocytes","5","black",340,TRUE,2.57710572255281e-14,80,251,21,0.0836653386454183,0.2625,"REAC:R-HSA-9663891","REAC","Selective autophagy",10842,2118,"REAC:R-HSA-1632852"
"T3","Astrocytes","5","black",340,TRUE,3.46337752631005e-14,363,207,40,0.193236714975845,0.110192837465565,"KEGG:05014","KEGG","Amyotrophic lateral sclerosis",8484,413,"KEGG:00000"
"T3","Astrocytes","5","black",340,TRUE,1.06689280407334e-13,624,251,52,0.207171314741036,0.0833333333333333,"REAC:R-HSA-199991","REAC","Membrane Trafficking",10842,1369,"REAC:R-HSA-5653656"
"T3","Astrocytes","5","black",340,TRUE,2.46045646271338e-12,57,251,17,0.0677290836653386,0.298245614035088,"REAC:R-HSA-3371497","REAC","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand",10842,1078,"REAC:R-HSA-2262752"
"T3","Astrocytes","5","black",340,TRUE,2.50812344983784e-12,123,251,23,0.0916334661354582,0.186991869918699,"REAC:R-HSA-2132295","REAC","MHC class II antigen presentation",10842,1333,"REAC:R-HSA-1280218"
