"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T2","Astrocytes","4","black",93,TRUE,1.36496219955802e-11,108,74,12,0.162162162162162,0.111111111111111,"GO:0009055","GO:MF","electron transfer activity",17314,2130,"GO:0003674"
"T2","Astrocytes","4","black",93,TRUE,3.17272101947563e-11,134,39,12,0.307692307692308,0.0895522388059701,"KEGG:00190","KEGG","Oxidative phosphorylation",8484,18,"KEGG:00000"
"T2","Astrocytes","4","black",93,TRUE,4.51036059866227e-11,62,74,10,0.135135135135135,0.161290322580645,"GO:0015453","GO:MF","oxidoreduction-driven active transmembrane transporter activity",17314,2561,"GO:0015399"
"T2","Astrocytes","4","black",93,TRUE,5.67816864032262e-11,127,47,12,0.25531914893617,0.094488188976378,"REAC:R-HSA-163200","REAC","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",10842,2015,"REAC:R-HSA-1428517"
"T2","Astrocytes","4","black",93,TRUE,3.60702903806249e-10,127,69,12,0.173913043478261,0.094488188976378,"GO:0006119","GO:BP","oxidative phosphorylation",16178,1997,"GO:0009060"
"T2","Astrocytes","4","black",93,TRUE,5.46830540838169e-10,155,71,12,0.169014084507042,0.0774193548387097,"GO:0098800","GO:CC","inner mitochondrial membrane protein complex",16860,3262,"GO:0005743, GO:0098796, GO:0098798"
"T2","Astrocytes","4","black",93,TRUE,6.35818710465456e-10,221,39,13,0.333333333333333,0.0588235294117647,"KEGG:05208","KEGG","Chemical carcinogenesis - reactive oxygen species",8484,460,"KEGG:00000"
"T2","Astrocytes","4","black",93,TRUE,8.07153924827543e-10,87,71,10,0.140845070422535,0.114942528735632,"GO:0098803","GO:CC","respiratory chain complex",16860,3264,"GO:0070469, GO:0098796"
"T2","Astrocytes","4","black",93,TRUE,1.43092569191252e-09,92,71,10,0.140845070422535,0.108695652173913,"GO:0005746","GO:CC","mitochondrial respirasome",16860,317,"GO:0005743, GO:0070469"
"T2","Astrocytes","4","black",93,TRUE,1.78238284283858e-09,94,71,10,0.140845070422535,0.106382978723404,"GO:0070469","GO:CC","respirasome",16860,2497,"GO:0016020, GO:0110165"
"T2","Astrocytes","4","black",93,TRUE,2.39212393265544e-09,305,39,14,0.358974358974359,0.0459016393442623,"KEGG:05016","KEGG","Huntington disease",8484,414,"KEGG:00000"
"T2","Astrocytes","4","black",93,TRUE,3.06210969557351e-09,177,47,12,0.25531914893617,0.0677966101694915,"REAC:R-HSA-1428517","REAC","The citric acid (TCA) cycle and respiratory electron transport",10842,2424,"REAC:R-HSA-1430728"
"T2","Astrocytes","4","black",93,TRUE,3.14127167226499e-09,82,69,10,0.144927536231884,0.121951219512195,"GO:0019646","GO:BP","aerobic electron transport chain",16178,6172,"GO:0006119, GO:0009060, GO:0022904"
"T2","Astrocytes","4","black",93,TRUE,4.24387520964122e-09,202,39,12,0.307692307692308,0.0594059405940594,"KEGG:05415","KEGG","Diabetic cardiomyopathy",8484,492,"KEGG:00000"
"T2","Astrocytes","4","black",93,TRUE,5.79692969920185e-09,103,47,10,0.212765957446809,0.0970873786407767,"REAC:R-HSA-611105","REAC","Respiratory electron transport",10842,2014,"REAC:R-HSA-163200"
"T2","Astrocytes","4","black",93,TRUE,5.79733565057469e-09,160,69,12,0.173913043478261,0.075,"GO:0009060","GO:BP","aerobic respiration",16178,3273,"GO:0045333"
"T2","Astrocytes","4","black",93,TRUE,6.2957164852959e-09,265,39,13,0.333333333333333,0.0490566037735849,"KEGG:05012","KEGG","Parkinson disease",8484,412,"KEGG:00000"
"T2","Astrocytes","4","black",93,TRUE,6.39619466877147e-09,474,39,16,0.41025641025641,0.0337552742616034,"KEGG:05022","KEGG","Pathways of neurodegeneration - multiple diseases",8484,417,"KEGG:00000"
"T2","Astrocytes","4","black",93,TRUE,6.49666143013402e-09,88,69,10,0.144927536231884,0.113636363636364,"GO:0042773","GO:BP","ATP synthesis coupled electron transport",16178,10707,"GO:0006119, GO:0022904"
