"iteration","cell_type","subcluster","module","module_size","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"T0","Astrocytes","5","black",228,TRUE,1.25345081789445e-22,2131,214,87,0.406542056074766,0.0408259033317691,"GO:1903561","GO:CC","extracellular vesicle",16860,3690,"GO:0031982, GO:0065010"
"T0","Astrocytes","5","black",228,TRUE,1.29568925186256e-22,2132,214,87,0.406542056074766,0.0408067542213884,"GO:0065010","GO:CC","extracellular membrane-bounded organelle",16860,2398,"GO:0043227, GO:0043230"
"T0","Astrocytes","5","black",228,TRUE,1.29568925186256e-22,2132,214,87,0.406542056074766,0.0408067542213884,"GO:0043230","GO:CC","extracellular organelle",16860,1882,"GO:0005576, GO:0043226"
"T0","Astrocytes","5","black",228,TRUE,2.8730816664118e-22,2108,214,86,0.401869158878505,0.0407969639468691,"GO:0070062","GO:CC","extracellular exosome",16860,2418,"GO:0005615, GO:1903561"
"T0","Astrocytes","5","black",228,TRUE,7.08513708164285e-21,3566,214,111,0.518691588785047,0.0311273135165451,"GO:0031982","GO:CC","vesicle",16860,1228,"GO:0043227"
"T0","Astrocytes","5","black",228,TRUE,3.0291053050384e-18,265,142,33,0.232394366197183,0.124528301886792,"KEGG:05012","KEGG","Parkinson disease",8484,412,"KEGG:00000"
"T0","Astrocytes","5","black",228,TRUE,5.75278223932554e-18,10755,214,195,0.911214953271028,0.0181311018131102,"GO:0005737","GO:CC","cytoplasm",16860,309,"GO:0005622, GO:0110165"
"T0","Astrocytes","5","black",228,TRUE,8.52737021222556e-18,134,142,25,0.176056338028169,0.186567164179104,"KEGG:00190","KEGG","Oxidative phosphorylation",8484,18,"KEGG:00000"
"T0","Astrocytes","5","black",228,TRUE,3.61695581442432e-17,474,142,41,0.288732394366197,0.0864978902953586,"KEGG:05022","KEGG","Pathways of neurodegeneration - multiple diseases",8484,417,"KEGG:00000"
"T0","Astrocytes","5","black",228,TRUE,9.80847443853662e-17,363,142,36,0.253521126760563,0.0991735537190083,"KEGG:05014","KEGG","Amyotrophic lateral sclerosis",8484,413,"KEGG:00000"
"T0","Astrocytes","5","black",228,TRUE,2.47970490744774e-16,305,142,33,0.232394366197183,0.108196721311475,"KEGG:05016","KEGG","Huntington disease",8484,414,"KEGG:00000"
"T0","Astrocytes","5","black",228,TRUE,5.75666677536413e-15,271,142,30,0.211267605633803,0.11070110701107,"KEGG:05020","KEGG","Prion disease",8484,416,"KEGG:00000"
"T0","Astrocytes","5","black",228,TRUE,3.15085382467655e-14,127,212,21,0.0990566037735849,0.165354330708661,"GO:0006119","GO:BP","oxidative phosphorylation",16178,1997,"GO:0009060"
"T0","Astrocytes","5","black",228,TRUE,1.47785284588406e-13,624,171,42,0.245614035087719,0.0673076923076923,"REAC:R-HSA-199991","REAC","Membrane Trafficking",10842,1369,"REAC:R-HSA-5653656"
"T0","Astrocytes","5","black",228,TRUE,1.88095801062825e-13,48,214,14,0.0654205607476635,0.291666666666667,"GO:0016469","GO:CC","proton-transporting two-sector ATPase complex",16860,743,"GO:0098796, GO:1904949"
"T0","Astrocytes","5","black",228,TRUE,2.3346160766304e-13,3589,214,98,0.457943925233645,0.0273056561716356,"GO:0005576","GO:CC","extracellular region",16860,198,"GO:0110165"
"T0","Astrocytes","5","black",228,TRUE,3.02665515798897e-13,65,212,16,0.0754716981132075,0.246153846153846,"GO:1902600","GO:BP","proton transmembrane transport",16178,22929,"GO:0098655, GO:0098662"
"T0","Astrocytes","5","black",228,TRUE,3.06312071881741e-13,160,212,22,0.10377358490566,0.1375,"GO:0009060","GO:BP","aerobic respiration",16178,3273,"GO:0045333"
"T0","Astrocytes","5","black",228,TRUE,4.81426514933091e-13,3205,214,91,0.425233644859813,0.028393135725429,"GO:0005615","GO:CC","extracellular space",16860,232,"GO:0005576, GO:0110165"
"T0","Astrocytes","5","black",228,TRUE,1.83837144915027e-12,80,171,17,0.0994152046783626,0.2125,"REAC:R-HSA-9663891","REAC","Selective autophagy",10842,2118,"REAC:R-HSA-1632852"
"T0","Astrocytes","5","black",228,TRUE,1.94329285181717e-12,2924,214,85,0.397196261682243,0.0290697674418605,"GO:0031090","GO:CC","organelle membrane",16860,1045,"GO:0016020, GO:0043227"
"T0","Astrocytes","5","black",228,TRUE,4.06824796329833e-12,718,171,43,0.251461988304094,0.0598885793871866,"REAC:R-HSA-5653656","REAC","Vesicle-mediated transport",10842,2567,"REAC:0000000"
"T0","Astrocytes","5","black",228,TRUE,5.52016356379054e-12,183,212,22,0.10377358490566,0.120218579234973,"GO:0046034","GO:BP","ATP metabolic process",16178,12209,"GO:0009150, GO:0009205"
